,instance_id,original_length,terminated_at_step,solved,tried,percentage
400,5400,23,23,1,1,0.0013245033112582781
401,5401,23,23,1,1,0.0013245033112582781
402,5402,23,15,0,1,0.0
403,5403,23,13,0,1,0.0
404,5404,23,23,1,1,0.0013245033112582781
405,5405,23,11,0,1,0.0
406,5406,23,21,0,1,0.0
407,5407,23,21,0,1,0.0
408,5408,23,18,0,1,0.0
409,5409,23,17,0,1,0.0
410,5410,23,12,0,1,0.0
411,5411,23,23,1,1,0.0013245033112582781
412,5412,23,20,0,1,0.0
413,5413,23,23,1,1,0.0013245033112582781
414,5414,23,19,0,1,0.0
415,5415,23,21,0,1,0.0
416,5416,23,14,0,1,0.0
417,5417,23,17,0,1,0.0
418,5418,23,15,0,1,0.0
419,5419,23,23,1,1,0.0013245033112582781
420,5420,23,16,0,1,0.0
421,5421,23,18,0,1,0.0
422,5422,23,20,0,1,0.0
423,5423,23,20,0,1,0.0
424,5424,23,13,0,1,0.0
425,5425,23,11,0,1,0.0
426,5426,23,13,0,1,0.0
427,5427,23,21,0,1,0.0
428,5428,23,19,0,1,0.0
429,5429,23,20,0,1,0.0
430,5430,23,23,1,1,0.0013245033112582781
431,5431,23,13,0,1,0.0
432,5432,23,17,0,1,0.0
433,5433,23,22,0,1,0.0
434,5434,23,23,1,1,0.0013245033112582781
435,5435,23,23,1,1,0.0013245033112582781
436,5436,23,23,1,1,0.0013245033112582781
437,5437,23,22,0,1,0.0
438,5438,23,22,0,1,0.0
439,5439,23,23,1,1,0.0013245033112582781
440,5440,23,23,1,1,0.0013245033112582781
441,5441,23,21,0,1,0.0
442,5442,23,23,1,1,0.0013245033112582781
443,5443,23,23,1,1,0.0013245033112582781
444,5444,23,18,0,1,0.0
445,5445,23,18,0,1,0.0
446,5446,23,15,0,1,0.0
447,5447,23,18,0,1,0.0
448,5448,23,13,0,1,0.0
449,5449,23,23,1,1,0.0013245033112582781
450,5450,23,16,0,1,0.0
451,5451,23,23,1,1,0.0013245033112582781
452,5452,23,23,1,1,0.0013245033112582781
453,5453,23,14,0,1,0.0
454,5454,23,19,0,1,0.0
455,5455,23,23,1,1,0.0013245033112582781
456,5456,23,23,1,1,0.0013245033112582781
457,5457,23,23,1,1,0.0013245033112582781
458,5458,23,23,1,1,0.0013245033112582781
459,5459,23,21,0,1,0.0
460,5460,23,23,1,1,0.0013245033112582781
461,5461,23,17,0,1,0.0
462,5462,23,22,0,1,0.0
463,5463,23,16,0,1,0.0
464,5464,23,23,1,1,0.0013245033112582781
465,5465,23,21,0,1,0.0
466,5466,23,23,1,1,0.0013245033112582781
467,5467,23,14,0,1,0.0
468,5468,23,12,0,1,0.0
469,5469,23,21,0,1,0.0
470,5470,23,15,0,1,0.0
471,5471,23,14,0,1,0.0
472,5472,23,15,0,1,0.0
473,5473,23,23,1,1,0.0013245033112582781
474,5474,23,21,0,1,0.0
475,5475,23,22,0,1,0.0
476,5476,23,16,0,1,0.0
477,5477,23,21,0,1,0.0
478,5478,23,21,0,1,0.0
479,5479,23,18,0,1,0.0
480,5480,23,20,0,1,0.0
481,5481,23,23,1,1,0.0013245033112582781
482,5482,23,23,1,1,0.0013245033112582781
483,5483,23,23,1,1,0.0013245033112582781
484,5484,23,19,0,1,0.0
485,5485,23,22,0,1,0.0
486,5486,23,15,0,1,0.0
487,5487,23,23,1,1,0.0013245033112582781
488,5488,23,18,0,1,0.0
489,5489,23,17,0,1,0.0
490,5490,23,23,1,1,0.0013245033112582781
491,5491,23,23,1,1,0.0013245033112582781
492,5492,23,23,1,1,0.0013245033112582781
493,5493,23,21,0,1,0.0
494,5494,23,22,0,1,0.0
495,5495,23,17,0,1,0.0
496,5496,23,13,0,1,0.0
497,5497,23,22,0,1,0.0
498,5498,23,19,0,1,0.0
499,5499,23,15,0,1,0.0
500,5500,23,22,0,1,0.0
501,5501,23,23,1,1,0.0013245033112582781
502,5502,23,21,0,1,0.0
503,5503,23,16,0,1,0.0
504,5504,23,17,0,1,0.0
505,5505,23,13,0,1,0.0
506,5506,23,23,1,1,0.0013245033112582781
507,5507,23,23,1,1,0.0013245033112582781
508,5508,23,20,0,1,0.0
509,5509,23,23,1,1,0.0013245033112582781
510,5510,23,23,1,1,0.0013245033112582781
511,5511,23,23,1,1,0.0013245033112582781
512,5512,23,23,1,1,0.0013245033112582781
513,5513,23,12,0,1,0.0
514,5514,23,18,0,1,0.0
515,5515,23,23,1,1,0.0013245033112582781
516,5516,23,23,1,1,0.0013245033112582781
517,5517,23,15,0,1,0.0
518,5518,23,23,1,1,0.0013245033112582781
519,5519,23,23,1,1,0.0013245033112582781
520,5520,23,18,0,1,0.0
521,5521,23,23,1,1,0.0013245033112582781
522,5522,23,21,0,1,0.0
523,5523,23,23,1,1,0.0013245033112582781
524,5524,23,18,0,1,0.0
525,5525,23,23,1,1,0.0013245033112582781
526,5526,23,20,0,1,0.0
527,5527,23,23,1,1,0.0013245033112582781
528,5528,23,23,1,1,0.0013245033112582781
529,5529,23,18,0,1,0.0
530,5530,23,23,1,1,0.0013245033112582781
531,5531,23,15,0,1,0.0
532,5532,23,23,1,1,0.0013245033112582781
533,5533,23,23,1,1,0.0013245033112582781
534,5534,23,21,0,1,0.0
535,5535,23,16,0,1,0.0
536,5536,23,21,0,1,0.0
537,5537,23,21,0,1,0.0
538,5538,23,19,0,1,0.0
539,5539,23,17,0,1,0.0
540,5540,23,20,0,1,0.0
541,5541,23,23,1,1,0.0013245033112582781
542,5542,23,20,0,1,0.0
543,5543,23,23,1,1,0.0013245033112582781
544,5544,23,21,0,1,0.0
545,5545,23,23,1,1,0.0013245033112582781
546,5546,23,23,1,1,0.0013245033112582781
547,5547,23,18,0,1,0.0
548,5548,23,22,0,1,0.0
549,5549,23,21,0,1,0.0
550,5550,23,23,1,1,0.0013245033112582781
551,5551,23,23,1,1,0.0013245033112582781
552,5552,23,17,0,1,0.0
553,5553,23,23,1,1,0.0013245033112582781
554,5554,23,21,0,1,0.0
555,5555,23,14,0,1,0.0
556,5556,23,23,1,1,0.0013245033112582781
557,5557,23,13,0,1,0.0
558,5558,23,21,0,1,0.0
559,5559,23,23,1,1,0.0013245033112582781
560,5560,23,23,1,1,0.0013245033112582781
561,5561,23,16,0,1,0.0
562,5562,23,18,0,1,0.0
563,5563,23,23,1,1,0.0013245033112582781
564,5564,23,23,1,1,0.0013245033112582781
565,5565,23,21,0,1,0.0
566,5566,23,23,1,1,0.0013245033112582781
567,5567,23,17,0,1,0.0
568,5568,23,20,0,1,0.0
569,5569,23,23,1,1,0.0013245033112582781
570,5570,23,21,0,1,0.0
571,5571,23,23,1,1,0.0013245033112582781
572,5572,23,23,1,1,0.0013245033112582781
573,5573,23,19,0,1,0.0
574,5574,23,19,0,1,0.0
575,5575,23,18,0,1,0.0
576,5576,23,23,1,1,0.0013245033112582781
577,5577,23,23,1,1,0.0013245033112582781
578,5578,23,14,0,1,0.0
579,5579,23,17,0,1,0.0
580,5580,23,23,1,1,0.0013245033112582781
581,5581,23,23,1,1,0.0013245033112582781
582,5582,23,18,0,1,0.0
583,5583,23,19,0,1,0.0
584,5584,23,23,1,1,0.0013245033112582781
585,5585,23,15,0,1,0.0
586,5586,23,23,1,1,0.0013245033112582781
587,5587,23,15,0,1,0.0
588,5588,23,15,0,1,0.0
589,5589,23,23,1,1,0.0013245033112582781
590,5590,23,16,0,1,0.0
591,5591,23,22,0,1,0.0
592,5592,23,23,1,1,0.0013245033112582781
593,5593,23,18,0,1,0.0
594,5594,23,22,0,1,0.0
595,5595,23,17,0,1,0.0
596,5596,23,18,0,1,0.0
597,5597,23,23,1,1,0.0013245033112582781
598,5598,23,22,0,1,0.0
599,5599,23,20,0,1,0.0
600,5600,23,21,0,1,0.0
601,5601,23,23,1,1,0.0013245033112582781
602,5602,23,20,0,1,0.0
603,5603,23,23,1,1,0.0013245033112582781
604,5604,23,17,0,1,0.0
605,5605,23,15,0,1,0.0
606,5606,23,13,0,1,0.0
607,5607,23,18,0,1,0.0
608,5608,23,15,0,1,0.0
609,5609,23,9,0,1,0.0
610,5610,23,23,1,1,0.0013245033112582781
611,5611,23,20,0,1,0.0
612,5612,23,23,1,1,0.0013245033112582781
613,5613,23,12,0,1,0.0
614,5614,23,20,0,1,0.0
615,5615,23,20,0,1,0.0
616,5616,23,14,0,1,0.0
617,5617,23,23,1,1,0.0013245033112582781
618,5618,23,22,0,1,0.0
619,5619,23,17,0,1,0.0
620,5620,23,14,0,1,0.0
621,5621,23,18,0,1,0.0
622,5622,23,18,0,1,0.0
623,5623,23,22,0,1,0.0
624,5624,23,18,0,1,0.0
625,5625,23,23,1,1,0.0013245033112582781
626,5626,23,17,0,1,0.0
627,5627,23,23,1,1,0.0013245033112582781
628,5628,23,23,1,1,0.0013245033112582781
629,5629,23,22,0,1,0.0
630,5630,23,15,0,1,0.0
631,5631,23,23,1,1,0.0013245033112582781
632,5632,23,21,0,1,0.0
633,5633,23,23,1,1,0.0013245033112582781
634,5634,23,22,0,1,0.0
635,5635,23,17,0,1,0.0
636,5636,23,23,1,1,0.0013245033112582781
637,5637,23,23,1,1,0.0013245033112582781
638,5638,23,16,0,1,0.0
639,5639,23,23,1,1,0.0013245033112582781
640,5640,23,21,0,1,0.0
641,5641,23,19,0,1,0.0
642,5642,23,19,0,1,0.0
643,5643,23,23,1,1,0.0013245033112582781
644,5644,23,23,1,1,0.0013245033112582781
645,5645,23,20,0,1,0.0
646,5646,23,13,0,1,0.0
647,5647,23,16,0,1,0.0
648,5648,23,19,0,1,0.0
649,5649,23,23,1,1,0.0013245033112582781
650,5650,23,23,1,1,0.0013245033112582781
651,5651,23,19,0,1,0.0
652,5652,23,23,1,1,0.0013245033112582781
653,5653,23,14,0,1,0.0
654,5654,23,23,1,1,0.0013245033112582781
655,5655,23,23,1,1,0.0013245033112582781
656,5656,23,16,0,1,0.0
657,5657,23,23,1,1,0.0013245033112582781
658,5658,23,21,0,1,0.0
659,5659,23,23,1,1,0.0013245033112582781
660,5660,23,23,1,1,0.0013245033112582781
661,5661,23,15,0,1,0.0
662,5662,23,12,0,1,0.0
663,5663,23,17,0,1,0.0
664,5664,23,23,1,1,0.0013245033112582781
665,5665,23,20,0,1,0.0
666,5666,23,23,1,1,0.0013245033112582781
667,5667,23,21,0,1,0.0
668,5668,23,17,0,1,0.0
669,5669,23,20,0,1,0.0
670,5670,23,14,0,1,0.0
671,5671,23,21,0,1,0.0
672,5672,23,20,0,1,0.0
673,5673,23,18,0,1,0.0
674,5674,23,20,0,1,0.0
675,5675,23,18,0,1,0.0
676,5676,23,19,0,1,0.0
677,5677,23,17,0,1,0.0
678,5678,23,18,0,1,0.0
679,5679,23,17,0,1,0.0
680,5680,23,20,0,1,0.0
681,5681,23,18,0,1,0.0
682,5682,23,23,1,1,0.0013245033112582781
683,5683,23,18,0,1,0.0
684,5684,23,23,1,1,0.0013245033112582781
685,5685,23,23,1,1,0.0013245033112582781
686,5686,23,23,1,1,0.0013245033112582781
687,5687,23,16,0,1,0.0
688,5688,23,23,1,1,0.0013245033112582781
689,5689,23,20,0,1,0.0
690,5690,23,20,0,1,0.0
691,5691,23,19,0,1,0.0
692,5692,23,23,1,1,0.0013245033112582781
693,5693,23,18,0,1,0.0
694,5694,23,20,0,1,0.0
695,5695,23,18,0,1,0.0
696,5696,23,20,0,1,0.0
697,5697,23,23,1,1,0.0013245033112582781
698,5698,23,23,1,1,0.0013245033112582781
699,5699,23,23,1,1,0.0013245033112582781
700,5700,23,18,0,1,0.0
701,5701,23,23,1,1,0.0013245033112582781
702,5702,23,13,0,1,0.0
703,5703,23,17,0,1,0.0
704,5704,23,21,0,1,0.0
705,5705,23,23,1,1,0.0013245033112582781
706,5706,23,17,0,1,0.0
707,5707,23,15,0,1,0.0
708,5708,23,17,0,1,0.0
709,5709,23,20,0,1,0.0
710,5710,23,23,1,1,0.0013245033112582781
711,5711,23,14,0,1,0.0
712,5712,23,23,1,1,0.0013245033112582781
713,5713,23,14,0,1,0.0
714,5714,23,22,0,1,0.0
715,5715,23,23,1,1,0.0013245033112582781
